id,cluster
2QbTsEUF97LixvDbyKUdCj ,25
0GvR5AtuXU05hbkRA5o4WT ,20
2z1m7iuK3bJC9rZsvji5VY ,1
7GTeLC0Luk2RgtFE6CpYSo ,7
3BIOgDZVS4iAmtDJ1S6RrD ,17
24Yi9hE78yPEbZ4kxyoXAI ,4
3M9Apu4OZfylLTFKvgEtKa ,38
69bp2EbF7Q2rqc5N3ylezZ ,17
14wPnCr1Z8CIHBVpnpcTVt ,17
3bidbhpOYeV4knp8AIu8Xn ,18
0qaWEvPkts34WF68r8Dzx9 ,25
6rPO02ozF3bM7NnOV4h6s2 ,18
25rdgpMkMWHgwU7HBPQR7N ,4
5jzKL4BDMClWqRguW5qZvh ,1
6v3KW9xbzN5yKLt9YKDYA2 ,29
0JQ5MbyriK6ruD3t6RZ7ix ,9
2hgzdQdnfWwtdpZbhZlV72 ,33
0iYebKFUSfF72fUu2OW6ZT ,19
3E7dfMvvCLUddWissuqMwr ,6
0sf12qNH5qcw8qpgymFOqD ,18
6b2RcmUt1g9N9mQ3CbjX2Y ,17
0ByMNEPAPpOR5H69DVrTNy ,29
4D3IIkBWnpL097OkljGnRW ,1
2CAK2t1reUgPK6OMgAMURB ,34
41L3O37CECZt3N7ziG2z7l ,7
47aQT2aV12TyilaoYi1NiD ,29
5Glf3tBr73L1fbO9u4pL7r ,4
4w1lzcaoZ1IC2K5TwjalRP ,25
5wWiCYZLUaMGXYYubEd36d ,34
4wNIkl5XGiAACjFBlDWuSd ,25
6HkjpGIOHv4y0IBAxUbE5z ,38
4TIkSdsNSfqpuq6ZYvCjAz ,34
2rc7BkzO8qepMFAxHtOrXc ,29
2bZYJvVRN5EqIvAUFhUNls ,28
6pooRNiLyYpxZeIA5kJ5EX ,34
2CEgGE6aESpnmtfiZwYlbV ,20
3SaIsrEzrQGDcG1jCeaK8q ,38
3cphb8kdsjElYR7r5icK3H ,17
79JBjIq90BrQ8Ws0pUhlzD ,18
6nDKrPlXdpomGBgAlO7UdP ,38
5WHTFyqSii0lmT9R21abT8 ,25
5icOoE6VgqFKohjWWNp0Ac ,6
294vBlXfZYspeI29SXZaON ,34
14msK75pk3pA33pzPVNtBF ,33
2XU0oxnq2qxCpomAAuJY8K ,9
5aUSEPNd3m5xliFK4pn5mU ,18
5w9c2J52mkdntKOmRLeM2m ,29
0bMbDctzMmTyK2j74j3nF3 ,38
1JRK7srBWUtAW7dPabKBwJ ,17
7aV2mflaASUmGhCErm7kBO ,20
7CHi4DtfK4heMlQaudCuHK ,6
07Oz5StQ7GRoygNLaXs2pd ,19
5IVuqXILoxVWvWEPm82Jxr ,33
4Sib57MmYGJzSvkW84jTwh ,18
1rqqCSm0Qe4I9rUvWncaom ,1
4QbX1M5JblYzGTVwdZTgfb ,1
2j9YmQRxtjuVwb4XN95oT8 ,16
0d2iYfpKoM0QCKvcLCkBao ,33
5PYQUBXc7NYeI1obMKSJK0 ,4
5ieQrVW2U70NFMg28mzlqC ,38
51lsOIdizBjiI8z2YKjrA2 ,20
7hzlzoOwCZ4D3Ow5YZK4kj ,4
0TVV2gFROJaB3kIZyCUvIY ,1
0GusQ8k0CXS3DLPz5pvzy8 ,33
1wsLHgXJ4SKIfd5ePSX1hD ,6
2ARqIya5NAuvFVHSN3bL0m ,25
1WSGTYKLEpKfNQYYW5Oymt ,33
33CfD8UkDEcSdAP9j4QpUY ,17
4Cy5f4JsH1yoeGks7FnoHw ,1
0k2GOhqsrxDTAbFFSdNJjT ,38
5px6upUHM3fhOP621Edp4V ,18
1bObrsJGW0UCIGZkvnDqbe ,6
4PkIDTPGedm0enzdvilLNd ,1
0HFx7PLqzGxSfN59j3UHmR ,38
4y3OI86AEP6PQoDE6olYhO ,38
4461iENdKgtUYpveYwIarD ,27
11cDEev79fPKi6uJCjUhu8 ,34
4RVtBlHFKj51Ipvpfv5ER4 ,25
6WYsKS5JmGzlDdPbD4gwhw ,18
4NSW0Km5ZG60L8FthUebPJ ,34
0XSTOKFdWPXlAEliq17XRw ,34
5pzeevBDvU6GVXqUKoiYDX ,29
5tXyNhNcsnn7HbcABntOSf ,29
1ahVFh0ViDZr8LvkEVlq3B ,25
1LDBZqcyOjkdjF6yQkCHHh ,34
3WVhkjB7Y4xFruqoCAajBb ,30
21RzyxY3EFaxVy6K4RqaU9 ,20
7aiClxsDWFRQ0Kzk5KI5ku ,7
6jizk5lOUnfpaZXYMdfeC6 ,24
1D1nixOVWOxvNfWi0UD7VX ,1
29R1IMTTbDDA3VNlk6UEW5 ,6
08bNPGLD8AhKpnnERrAc6G ,29
5sdb5pMhcK44SSLsj1moUh ,4
5rb9QrpfcKFHM1EUbSIurX ,20
5JEx7HbmvHQQswJCsoo9rA ,17
3ZFTkvIE7kyPt6Nu3PEa7V ,29
5R9a4t5t5O0IsznsrKPVro ,30
25sgk305KZfyuqVBQIahim ,20
3QmolSZqjjLksTUvZJ6pPS ,20
55S2PQgSMYAhgoTCcGCDfw ,13
7ioiB40H9xKs04QtIso2I3 ,20
7nqlRkgNyEpb9nvb03GMp7 ,30
5f3JSGmXvBk2PxE1hvMG8w ,34
2j2fIJGh4PMdXt9ULI5Tlc ,20
2ZiDfw6UdzDu754cBiwgEG ,4
0qc4QlcCxVTGyShurEv1UU ,1
6TxyH9fi1yV4QMVw4cV4Nv ,1
4hQ6UGyWQIGJmHSo0J88JW ,25
3soOPBuMK8YMdWnV7xpEyf ,24
39N9RPD9MRb5WmoLzNzPeA ,7
7dt6x5M1jzdTEt8oCbisTK ,25
4QPEwDdOMhY7rNS05mTyMR ,6
5OMwQFBcte0aWFJFqrr5oj ,38
1NpW5kyvO4XrNJ3rnfcNy3 ,17
0JhKJg5ejeQ8jq89UQtnw8 ,22
0TDLuuLlV54CkRRUOahJb4 ,17
0CAfXk7DXMnon4gLudAp7J ,6
2wieqJV8095bus9sbLqAGC ,1
3cHyrEgdyYRjgJKSOiOtcS ,1
5afHIkEcVhCF1Z1CTqMUXB ,9
0E9ZjEAyAwOXZ7wJC0PD33 ,25
2aFiaMXmWsM3Vj72F9ksBl ,38
62XCV3AmCMkPa9X5mCim8O ,6
4OZEu0Vwq0RB2LAq14v99n ,25
1CUVN2kn7mW5FjkqXTR2W1 ,20
5aAx2yezTd8zXrkmtKl66Z ,30
0Y4hwUppbGc8aIBmiTz30A ,24
1eSGjhgBHh8zhJ44eHtvhP ,6
4D7ERaKgv8NAeck8RzUtRz ,20
2mfUa8bLs2s5N4VaqJZ4lZ ,25
6EpRaXYhGOB3fj4V2uDkMJ ,1
1sCxVKWImDZSZKvG0U9B23 ,20
4QVS8YCpK71R4FsxSMCjhP ,25
6jreFSOTUAViWjKyzOC4Kg ,34
6uFsE1JgZ20EXyU0JQZbUR ,29
1OAh8uOEOvTDqkKFsKksCi ,38
4w3InOZmItJiSlhnkr3lv6 ,6
1x5sYLZiu9r5E43kMlt9f8 ,17
7vFoFDWqTX0mHzLfrF1Cfy ,20
6f1QFKG6GSBKdh7zfbj9rc ,19
7Fw5i56my24ZBnGS7hFX2n ,4
6lV2MSQmRIkycDScNtrBXO ,6
57n3qOwXcoRMyGFjeqC1Rh ,20
7zgMMHF1MpUc3816RqUgxn ,6
7isLSZOetwc6eQsn87xH4t ,17
6v0rN9K7K2bVY9HRIDNNpZ ,25
4Ld3RS6KBXGsvtfmnjxlVl ,16
78TTtXnFQPzwqlbtbwqN0y ,26
2qfEcCkEo5NscA9GL7ER72 ,29
6nRwc5GgNvBMkKaynhQzrm ,38
7cCJNG7JhYMsBiiPiynEty ,4
22mek4IiqubGD9ctzxc69s ,6
7xoUc6faLbCqZO6fQEYprd ,25
79m3gsQ2Ab1bhADmew8N2L ,20
6qNavo6GSNDNpsV2HNMeUF ,34
62ml8YAQDAP6PkZAZUFNRO ,29
58jx3tTuDuzHysC77c0AQd ,34
6dp6PurIR3cXkhFQ69CEo3 ,1
0r4SsYcwvd8URat6AS2m6f ,29
77sHtGTWrw6FyUHCLlssle ,25
6izhPbUU3CeMYvTT74YHnb ,6
7EYWEwJyai7udNmqvRPsZM ,17
0XzkemXSiXJa7VgDFPfU4S ,1
6NPVjNh8Jhru9xOmyQigds ,18
1CmUZGtH29Kx36C1Hleqlz ,33
1Q8ys0130rNeEE162pmsQa ,1
4Y7XAxTANhu3lmnLAzhWJW ,1
3Y9xtYyVyF13po6xePV5Cp ,1
3DmW6y7wTEYHJZlLo1r6XJ ,34
6K8qKeWo5MsFED7wCR6Kop ,29
28O4PwkH8bzARStxeL4pxL ,29
57PjISfyOyDcvTPipz16nf ,17
0ltBH1JNzSvQJPjJpvTu9B ,20
4AOpEhqA7zHxQjkHmRrAp7 ,38
2V65y3PX4DkRhy1djlxd9p ,6
1yJ5fyqBusR7Verj8JGsKV ,18
27SdWb2rFzO6GWiYDBTD9j ,29
1i1fxkWeaMmKEB4T7zqbzK ,16
42ydLwx4i5V49RXHOozJZq ,30
23L5CiUhw2jV1OIMwthR3S ,17
5kBHjpK4YGXVnOMXDUDjgX ,32
7b71WsDLb8gG0cSyDTFAEW ,38
4cluDES4hQEUhmXj6TXkSo ,20
70Vdd1gx5tn84jkAU31ASv ,24
4QNpBfC0zvjKqPJcyqBy9W ,4
2sLwPnIP3CUVmIuHranJZU ,33
6Knv6wdA0luoMUuuoYi2i1 ,29
5S6pYZD8WH3OQapDHTDM9M ,17
05qq6mwIbG1ZsQhlMKyDwN ,1
3ydfhgIZIc2j39NLIhpJpq ,20
3ebXMykcMXOcLeJ9xZ17XH ,17
37f4ITSlgPX81ad2EvmVQr ,16
6mz1fBdKATx6qP4oP1I65G ,7
2gFvRmQiWg9fN9i74Q0aiw ,20
3TJk0aoXM0knrOlgd1fnbx ,1
1yNyoWWWikbLhwIGWjZuDW ,4
3EmmCZoqpWOTY1g2GBwJoR ,25
1qOLh0tI7trd1zdDKxYZTe ,34
5Ua3GXyHwiSfpNTMjq6m2z ,4
0YHUITU3w6ws1v8ehT264g ,20
2gSyc23Hua25fqSFpgAh6W ,33
2Foc5Q5nqNiosCNqttzHof ,29
0KURlSvVShmFDbw1oum9QS ,20
3WvtMbFO1O1Nv4UbG7AnoW ,34
1rfofaqEpACxVEHIZBJe6W ,34
1Je1IMUlBXcx1Fz0WE7oPT ,1
7fwXWKdDNI5IutOMc5OKYw ,6
575NJxNUVDqwJGdzBrlLbv ,24
0eqH0ALoDQevq59YcQ53KE ,29
70cTMpcgWMcR18t9MRJFjB ,31
7Cux7dkU6orCBN4Cu5mVwk ,6
0mtdxzBRDbueLFpiwpbHKO ,33
14iN3o8ptQ8cFVZTEmyQRV ,1
0tBRo4P60DgKmg4jt48upm ,38
7FtLZygO3k5bz49x02dQO7 ,4
3DGar7krWlmrXRFHBcQF6z ,4
7iDa6hUg2VgEL1o1HjmfBn ,16
70dj3uEzmhUmGK3M0amaup ,38
340UVheS8z3ncW9TTUhAbc ,7
3HVWdVOQ0ZA45FuZGSfvns ,1
1MyWtH2yavuP1AHUi1X7ur ,34
1CnPYaKxTVb4LWOtiGOm0m ,34
1bjd4UgjnK5hedJJKmi3YP ,6
2B5uUYyiDpFCgEGdbVpOZj ,24
1fipvP2zmef6vN2IwXfJhY ,32
6xZ4Q2k2ompmDppyeESIY8 ,38
5ueyLj6e6oVaTY0KQ6yLaA ,39
3aEJMh1cXKEjgh52claxQp ,8
307XEC1IUwUs9ojlEFwH7f ,35
5yQ9iMZXGcr5rlO4hoLsP4 ,8
3vFVS2WYHDG4KkWCNecvpn ,37
50RwvvEKX5Q7AZt8FTAwIF ,8
06PdA0DLgF4BfAeUNZAbFG ,39
3E5ndyOfO6vFDEIE42HA8o ,9
72nqbbrKjhXmDdRXQGq115 ,8
14T8UhqU8EaJpp3tRxqJbr ,10
7ljPNANyoIDc7sL0PWaJlu ,10
3x6wVKXfCm85Pw7gYo0rqq ,39
3BUQFs6aFWh7EFNmI8bfL7 ,16
1slMt4LizkO9dVcMZItJ1O ,29
79nJj5dMyTsUzKvN5jUXsJ ,10
11fNLqDB47gMKj7BHhR2Qr ,20
3KzgdYUlqV6TOG7JCmx2Wg ,9
33aYzW5ToRjiFOzkubeJ8H ,31
5wJXbK6be3OUwZHrqEuuaD ,16
648TTtYB0bH0P8Hfy0FmkL ,26
40KCF1U2DNceYsugxZQruU ,39
4ZfQwNx3FlCN07cnUvekh3 ,8
1KLpjQFgubHI3GkAICCNH3 ,31
1ZWIQXfAquWtLDK5aOUczS ,7
3YmELj8vHY6mKIzphgtQlM ,7
1vVY5vd4kowd70TdTuEjfV ,7
2OARIMw1hpehr86Iwmv04c ,39
01u6AEzGbGbQyYVdxajxqk ,8
4fHDlIntTsRGSyTg5UYZYC ,37
1oDCK7PW72XEZ1pE5rh87A ,37
1tu5rCtK0jCLMeoWCYnttf ,10
7t8Tzd9FqVz2asFMCL0HpZ ,10
3mKdw0slI6wmnb1FBrvwn2 ,31
7qoaMWT3eRCKG1RN6dVuOY ,8
1j7HyD3cxyYw9bMFevxWyR ,16
39lnzOIUCSNaQmgBHoz7rt ,8
2FkCjtQ1lYsf71s2FAS8hE ,39
4GAhAw0RCzNVP976NRMOqO ,10
50meIWPMuhYgQSXfSsUvtI ,9
3koJ1vDWEITIrfMlNaHIu3 ,39
5OkKOkdVTKFrYi6GWXkMzR ,9
7DH5dXVuQaqcKf9oTy9oUN ,37
7hxZF4jETnE5Q75rKQnMjE ,39
47gmoUrZV3w20JAnQOZMcO ,8
5ayybTSXNwcarDtxQKqvWX ,8
7KGbqCYWaXdJxhsuilkcwF ,39
5vjigjfoXuJEttqLB3HTAg ,39
6Em0JcoORXzv0BGfxAacpv ,39
3iskX6pzPZOyUNoVCQ7oMz ,31
3ZR0us36Z8kgBXFMYkhugR ,26
2iXcvnD3d1gfLBum0cE5Eg ,16
49vvBOlcnR3X4ArmnZMPL3 ,24
603N4XGJUTbK760GLCvIIs ,37
0SfreyN9i8MPgrtYS5PCjg ,39
7fPOOCejoBt3dIm6UcEdm8 ,9
2xNDO4i0qxmkxYptUbxYpx ,26
2bFZSvstZf6xX8h69F7Bvf ,8
6xNwKNYZcvgV3XTIwsgNio ,8
6sBPjgvLZzHHrpxbBDjmdE ,39
49E8SDVZ7BUyNAZZYfZdRx ,1
1uRKT2LRANv4baowBWHfDS ,1
3h4udS0WeWbsur3yfjvnm4 ,4
0DXm5n7SBxCED9ssTvrx2J ,8
6pPr1KLZit9FgFNhp7xE5m ,8
4vDEkER6ToECKrxiPzE2Tp ,8
4M1wetsQ0kt4WjAsFRPSfE ,9
6wO13Xb3EdHUNixFOEJ0KV ,26
2WaYW84yWij5NSCpgSeU2R ,39
0VDUNaQP6tcM5ZzfcgNLmL ,16
7s7Zu78CztOUFUyQ4BijBQ ,39
2JoXjemDQe0fSmk26CpfrP ,16
0TMrV95mP7sDlvbE4iVfKP ,39
6lYeYgSkWh6TZDQy6YZuvG ,39
14t8pLQkLLskPriG8bs96b ,8
5y3gqKswDeU8pJ878YFPUy ,9
07TQDFaoLBwvo6JU1nnaiU ,8
7ItZM6DMZE2m1X7yIaRxjq ,18
2KJOfVTxWkbtRMGByeEQ7V ,39
65DHarvIY5nZ57ZcgTxx75 ,37
07GtDOCxmye5KDWsTSACPk ,18
4gphxUgq0JSFv2BCLhNDiE ,7
5hznMxKe11iqwcW8BFlNWZ ,21
4nAJtcmiyoL0ARY5WZY9IN ,31
5P11rW6aJErF37MTfRZS31 ,33
5tHFPtV7dT01fxDe2AhKjD ,1
1pZn8AX1WulW8IO338hE5D ,39
2Tv1cGl60jwtHpOJ9dNPxH ,10
0jqr2lIlIU09FsuSOibDdA ,1
64Ny7djQ6rNJspquof2KoX ,31
2k6qpHJsrKCCyvsHv2cPqR ,31
1gU6T4sESXRt6RC2ufSqDf ,18
2aEeghgUcnu75tzcolFMfs ,8
1jdE62HRy0U5vJaOZ0LUUb ,39
7j2OoTiQHGLRLSfqISKKY6 ,8
3P6OwCX7Ofiaaqtvujb6i5 ,39
5n5h1rwx8arEaRureuyNeS ,16
63NmQTtxQLHSRp7li6aAmP ,10
4EaVZab0VnTWwWnO3HuEAp ,8
55yFboSykwIU6EueKsNC4N ,8
4tmy6FB76bR5eLmx0zO1mn ,16
3YdKJzcoMZMacISlpY4QoP ,10
6XAcmxPbCfMzLBvjBd2G0H ,18
3xZe0jFAwc3akvChOrPS7u ,10
6TYR3IVgIwDK6ydc2EPEQq ,31
1eqGYJJr2z2GXK1i0hD3BC ,37
2HyPrPSANTIPkR6CfiytwY ,26
58PSYdY0GFg0LFb2PxYk4T ,31
6TK8A5OtTwjm6g93zLd9HO ,37
2R7uUQ0Dehu80gsOcydQC9 ,20
6bnFjTW3EnMG4BwreDnSHK ,37
5wbZ3sbWf4PppzZiRxkxou ,16
1s4hyUFWmLWiAamsclb4xA ,7
3Ib94mN8YF3cXZo5x1FpQL ,18
40fD7ct05FvQHLdQTgJelG ,18
7EM1CeaWPjCdVY1vO0KiO4 ,21
77FRvC6JRthZBYDiMJeAFg ,8
05r0esO8ozJjsN7DzsJoMy ,39
507IFqPuG8mBQoKebfGG9t ,16
1UzlJGnPQLCIDAHuKSjQQT ,9
4qdF7iTMOWPLZrH7s6yfZk ,8
0qDShcc7oY6M8OFaDXHOZG ,39
7demHL0GXA6YmTNqw3Btz8 ,39
4hHbeIIKO5Y5uLyIEbY9Gn ,10
6wcKmXUzB6SExvGbleZkeI ,16
2CeqxyOZEyiL6pTDYZ9gPH ,9
4kh2S9hRpPvoF9JkwZcYGN ,8
66D7zHfeW0frszhjR9ewZ1 ,37
3FL0L1AhHjFfhxQPGWjKkn ,8
5WAPUAldIHRM28j5fUl1ak ,39
5bDVkMLsBJgNL3eejUhBKF ,9
1V4NaFlrUCK49MXcdOcVeS ,37
0Rk9byjmZksAJX15onGns5 ,9
0S2QQT8Mi0DhbIn8k2fBWl ,37
4IYyGIbMS5ZkxDXGfPIrXr ,9
13Oi7vfd9mrujcEmGAYAPe ,8
3YCbx1QqGrnxMsPEZLC1CT ,10
2yOXKIU9YtBSWjI3OA8tqj ,24
1ntGJDSakqsaw1KhptKrB5 ,10
1VI29k31nGdasgJ8BBpPu8 ,7
4uxsv9PjV3Yeyn51RdWvGJ ,10
7vAw4LLIms6X8ZHcbtoazz ,39
2xar08Fq5xra2KKZs5Bw9j ,16
4bzvhZFlV9UqQ3EmV2i8s4 ,8
0F76EzCOmno4KJviO7iGNq ,39
0QGwOFQChzflLAmPq5NwKo ,8
2ZNTPtYmAhN9vCwnAgqKn1 ,19
7ycFNferNuk6wAjBa0vWvl ,16
2nbV8brWogyKVqRhypvzJS ,10
7DJsL4jyXA39GDiHFQYQ0t ,16
2KQM3kDM0zMBC9iynePBbS ,39
0GVxSbigOiKlGfI30Uw00X ,34
5FKkbyGm42hw1y08l2knlO ,1
2g2GkH3vZHk4lWzBjgQ6nY ,39
3yrSvpt2l1xhsV9Em88Pul ,4
0FD8KMG4pHp0O9clTpChjp ,39
45yEy5WJywhJ3sDI28ajTm ,25
2H3ZUSE54pST4ubRd5FzFR ,29
0wz1LjDb9ZNEYwOmDJ3Q4b ,18
4Y4Gd3ty8uut6Qw43c7yJc ,26
2SWBfqj1FrS8t8z56G55rP ,1
7uEcCGtM1FBBGIhPozhJjv ,39
0iOZM63lendWRTTeKhZBSC ,9
6KDG8vvFerlCU63IXdw1zb ,25
3SMQvRU807fzOwZGagys3n ,18
6iGU74CwXuT4XVepjc9Emf ,9
6DfAdJWkHIRUiYsuYoAfim ,8
3rGFsUgyH9GbbYJT4iwbhJ ,10
4Xl2PrS3DJqqSKXCo6Uhv9 ,37
1Yp16rwCxTScYhK5ThYUZR ,8
65jrjEhWfAvysKfnojk1i0 ,39
3G7tRC24Uh09Hmp1KZ7LQ2 ,8
4TBBPZks71c60whhq0PgdP ,20
4kP69y3GKHi9tXckfgp4bK ,31
077PiyK3YgRlnlwhtAUBp7 ,38
2oF7FZHIJbzjeEXZ3D0Ku4 ,6
5GMw6X6BbCDGO9gApQYRSa ,37
0g6UcrVsACnRJyTGX6uSHu ,4
0FlITClPKfKqQxVHzFD3iF ,4
1OppEieGNdItZbE14gLBEv ,1
6ZSTinOwx5dKFYc6iYyGDn ,10
391TUcoPonqYykPkSZ5Z9U ,8
6VqVieqjDEwS3mByMq4OzB ,39
48i055G1OT5KxGGftwFxWy ,39
76TZCvJ8GitQ2FA1q5dKu0 ,39
4uYwlMp841PLJmj1gJJwIq ,9
32k7kVzz4SpmI7Q5xI856l ,29
6yz8hKpO3s2byra8Et3w9x ,8
1Dg4dFJr3HW7sbA7vPejre ,39
0hgWgToJgb7O1tT12YWRCz ,8
4NRQwaks9r58tTDvr4iEyv ,20
2Rp4qTPWa91ctCSq0pu3zv ,31
1tqT6DhmsrtQgyCKUwotiw ,38
2CQRYn5cTD2B9a1ONjhTN2 ,39
5BFWQXNGPYadZxNKxY1UfU ,39
46PzYzseHf3mSdkTMd8sgC ,8
7cNRqg0lbiqBaGeOlA4AEU ,39
3k63RLvRgkgPGx0keOH3P6 ,8
4z7TuXkZm79m9vkPklnuqu ,39
4ZVZBc5xvMyV3WzWktn8i7 ,1
6mv76kovZyVB0UHbqUsee0 ,20
1DKyFVzIh1oa1fFnEmTkIl ,1
67csrS6po7IyXfwds4azjr ,18
0sDqo9UPzPUtu9wEkI3zRB ,25
6V9VCm1zOY2lGR80RehJ9i ,26
7a3g7jILDCvADVN9NQIyYj ,37
1GLmaPfulP0BrfijohQpN5 ,20
20wbR4HxNaR4gWjMLQvUp2 ,31
6dfhF1BDGmhM69fnCb6wSC ,26
455HSLQfOn9vxG6UjzoTWw ,8
44BmNSqH9uZV5OfIjGcER3 ,37
5z8DiKSG4EwxmO6gUi12rZ ,1
68BTFws92cRztMS1oQ7Ewj ,39
1YIWYzMq84I46LmgX1vpye ,18
0fYgtNCNCjFDeJWTIMukNU ,4
7oYTK1C0Clz6MZiETSpFTS ,34
6i6vTovzDTGf6AQp96YwZK ,17
7s25THrKz86DM225dOYwnr ,20
6MTd61g9zq6CB1FnJydjEb ,20
6ys9oyFvw7FXbs5UMZ7I7s ,16
0tURbnatc9qCxlYpXuPK8I ,8
1hClDWPgajpLIFjLOkFuau ,20
3AhXZa8sUQht0UEdBJgpGc ,8
3NFScsiDPfCzKgQQUL0674 ,9
5qBqBdfTEIWJwAS0Jm2F5R ,20
3NW1YMA8kfNVTzGJCGBS8m ,10
7AzFID6u1b3zIWbd9pb8Dk ,25
2AvMA7gOOhQpDDUjBs89ap ,26
0fonScmHUzC0MglSLn9saA ,18
6jWkZvd1URGktyTTwcpPpB ,8
4feXcsElKIVsGwkbnTHAfV ,26
20OFwXhEXf12DzwXmaV7fj ,18
2HCaIYjkvWSZzaSKUoOh3d ,31
5Sz09kaSzvpTC8lgm5W8Mt ,8
2CT08rpgdut8qQs7IAzMGi ,25
6QyQmdvQ1ywNccYa0pwLNQ ,39
5uES1C2NgkdrNHiCwf9jRr ,31
73XQBWHSVLL1939hb8cQTm ,18
1WN4uNclrDuczTO3bCr8s1 ,20
3zpj9dvJABiyMrmLCPw6i8 ,10
0gBFr7N2D1GfhkXIIepIGG ,34
6vcG9EgeqJUSmmF65lxUm6 ,31
7Bvap2GAW2DAyZ7EVUJpMO ,35
0byOqNZN9ailhoORv5Ps0Z ,8
0iA3xXSkSCiJywKyo1UKjQ ,38
5K09WxKdlkroDyEVyOSySy ,39
3zA42VIIrkVc2OkgUENTa5 ,38
1uLwVWTOpMqNkBsjpR1WB8 ,17
4NNK7IAziJkwbXEFXCAkQv ,38
3qitymULqEibr7yknRMKU4 ,26
24AIahNHzBxm9S12peXbnG ,10
3RZMzCvYsmJ0u2ioKTOsmJ ,1
4eGHlplaq1ME8oetnTuFFf ,8
27bw4i8LnECzVlbMZ4kFHw ,31
1mBPlknQe00PCd7R9g34ix ,25
7cKeMrlyGpfOshlldqoILo ,39
6ImmlZj8ysK2jDnqqbKp60 ,39
7xcFTtcCiyRvqLLq8s61WF ,16
298jnAsgLcTRkRP5TKB7Mj ,18
3aCbwWCYCT3MJjZeUnlcp4 ,38
3IKyTBHZSgCx2v1ZX8v0TZ ,12
2VGv9RV5POeCU3UlehM2sX ,16
19jo0UT2vqD4pNVfIqTy4R ,16
3YJx77Xx8JSwEoxqrkQO5c ,8
6vcNJUWtUPB0hKC6VbZriY ,39
269rUyj7DapVabdn6Fuz2M ,18
0PkBTqRtN25z3oKasWoKlj ,8
4Dq749x2QP6OXTURJ9GGY8 ,20
6Z5XZ8fjmWGbkdahOgreVe ,10
7FXuCkl1kfxwS5icDjTwbM ,39
14CsqOaDkOkrZ49UJLtuOJ ,10
0DQqzCHlPyKQXfF8uL01SI ,17
7arXVtGNJPa7aOHiKOeUsl ,39
4FdDorlbJTVHcH3djLbIfn ,39
020D3XeiDAAfLQoxlOjRjs ,10
47mA6f44zxLtdATOoY7GjN ,26
7gEpTMp9MQc1uJwivtL37R ,20
4GipxMgLhzh1cFW5U1HH6t ,9
1MMp1H2Kib2BCDtdL5nL63 ,39
6FEKEO3y7QFcMwoGeR0GtU ,39
0l9RGwc48deJ6j61KXAAvs ,1
5yfrc6CGOXxDWx3nGUDcNj ,8
5rVj0WJEGMO0WQeX9GG4kh ,38
0zABw1PtGYHsU4VDpDZsra ,1
3c06k9x6MHHdPQi3ix68yF ,8
0CmIALzGn4vHIHJG4n3Q4z ,26
0XnhQGfqfi5CnZXcONJuI5 ,18
3zO43dKEXybDrwWyGmkSLx ,18
2v8B8d17Xxu9uLU5sNiHSL ,19
0i7O5MtSTXvR4BEY7stpjF ,1
3xsOtNxtBW0oTI1OWKAzTm ,39
4rS1hDNLOvY8knrYS8nySn ,1
3RkQ3UwOyPqpIiIvGVewuU ,26
5JT7CoUSGNk7mMNkHMQjqr ,18
0obIo2GEab6qqms6t3JaMY ,4
7GHf8dQ2wA71wYOuRsQCZP ,8
2oZmMp5M6L0Rh7G84Um2tF ,4
2pCwNrjm7IoAHAj2XqflCu ,10
0oCT5rVvMdPPUm0bxG7yzT ,8
6Xz7FeyE8HTP90HecgHV57 ,18
0wtHjEAzLYYyGuk2WtpGwS ,6
4Vn7TykT27PIygBiZjTR2s ,18
3gdewACMIVMEWVbyb8O9sY ,25
2JoZzpdeP2G6Csfdq5aLXP ,38
18piene9mIdOJA2dura9LH ,20
1k1Bqnv2R0uJXQN4u6LKYt ,9
6zC0mpGYwbNTpk9SKwh08f ,10
6rovOdp3HgK1DeAMYDzoA7 ,8
2DnJjbjNTV9Nd5NOa1KGba ,20
7Ar4G7Ci11gpt6sfH9Cgz5 ,38
6XUHsYE38CEbYunT983O9G ,34
07GvNcU1WdyZJq3XxP0kZa ,1
064SVQsmWl5EF0zahmzkQk ,20
2TVxnKdb3tqe1nhQWwwZCO ,26
7MF7QAodbGzNYav5ZfIhAY ,9
6QhXQOpyYvbpdbyjgAqKdY ,20
4ZoBC5MhSEzuknIgAkBaoT ,20
1fDsrQ23eTAVFElUMaf38X ,9
0HdcunWW5FsRqKr3lwJOIo ,1
4nuPrKithHbRJXuA9spwu4 ,20
683b4ikwa62JevCjwrmfg6 ,9
5RgFlk1fcClZd0Y4SGYhqH ,26
6vZZtivPrtpggT5SSXsYTy ,4
7HW5WIw7ZgZORCzUxv5gW5 ,1
6yLIqXX9edg1x0HZS7cZEv ,17
6xdLJrVj4vIXwhuG8TMopk ,8
6l8EbYRtQMgKOyc1gcDHF9 ,37
6UkMcAA19lTdjs22jtB7o2 ,31
4yugZvBYaoREkJKtbG08Qr ,1
46ou4l4zvrZMada0TgoVH9 ,20
2yBVeksU2EtrPJbTu4ZslK ,29
49MHCPzvMLXhRjDantBMVH ,39
38zsOOcu31XbbYj9BIPUF1 ,26
6Qb7gtV6Q4MnUjSbkFcopl ,25
